time,tier,map,ban,matchid
2/1/2020 11:26:40 PM,24,Ranked Serpent Beach,Maeve,933242242
2/1/2020 11:26:40 PM,24,Ranked Serpent Beach,Torvald,933242242
2/1/2020 11:26:40 PM,24,Ranked Serpent Beach,Strix,933242242
2/6/2020 8:10:18 PM,24,Ranked Brightmarsh,Bomb King,935030252
2/6/2020 8:10:18 PM,24,Ranked Brightmarsh,Drogoz,935030252
2/6/2020 8:10:18 PM,24,Ranked Brightmarsh,Zhin,935030252
2/6/2020 8:10:18 PM,24,Ranked Brightmarsh,Torvald,935030252
1/24/2020 12:29:50 AM,24,Ranked Stone Keep,Bomb King,929476118
1/24/2020 12:29:50 AM,24,Ranked Stone Keep,Zhin,929476118
1/24/2020 12:29:50 AM,24,Ranked Stone Keep,Dredge,929476118
1/24/2020 12:29:50 AM,24,Ranked Stone Keep,Torvald,929476118
2/6/2020 5:27:53 AM,24,Ranked Jaguar Falls,Jenos,934834939
2/6/2020 5:27:53 AM,24,Ranked Jaguar Falls,Koga,934834939
2/6/2020 5:27:53 AM,24,Ranked Jaguar Falls,Skye,934834939
2/6/2020 5:27:53 AM,24,Ranked Jaguar Falls,Zhin,934834939
1/14/2020 7:45:57 AM,24,Ranked Serpent Beach,Strix,925413545
1/14/2020 7:45:57 AM,24,Ranked Serpent Beach,Torvald,925413545
1/14/2020 7:45:57 AM,24,Ranked Serpent Beach,Maeve,925413545
1/14/2020 7:45:57 AM,24,Ranked Serpent Beach,Zhin,925413545
2/9/2020 10:11:03 PM,24,Ranked Splitstone Quarry,Strix,936379877
2/9/2020 10:11:03 PM,24,Ranked Splitstone Quarry,Zhin,936379877
2/9/2020 10:11:03 PM,24,Ranked Splitstone Quarry,Kinessa,936379877
2/9/2020 10:11:03 PM,24,Ranked Splitstone Quarry,Evie,936379877
1/30/2020 2:52:26 AM,24,Ranked Ice Mines,Koga,932038014
1/30/2020 2:52:26 AM,24,Ranked Ice Mines,Torvald,932038014
1/30/2020 2:52:26 AM,24,Ranked Ice Mines,Zhin,932038014
1/30/2020 2:52:26 AM,24,Ranked Ice Mines,Jenos,932038014
2/12/2020 4:37:15 AM,24,Ranked Bazaar,Strix,937142911
2/12/2020 4:37:15 AM,24,Ranked Bazaar,Cassie,937142911
2/12/2020 4:37:15 AM,24,Ranked Bazaar,Torvald,937142911
2/12/2020 4:37:15 AM,24,Ranked Bazaar,Raum,937142911
2/7/2020 10:27:27 AM,24,Ranked Frog Isle,Jenos,935214093
2/7/2020 10:27:27 AM,24,Ranked Frog Isle,Strix,935214093
2/7/2020 10:27:27 AM,24,Ranked Frog Isle,Evie,935214093
2/7/2020 10:27:27 AM,24,Ranked Frog Isle,Torvald,935214093
1/15/2020 1:28:43 PM,24,Ranked Splitstone Quarry,Torvald,925875853
1/15/2020 1:28:43 PM,24,Ranked Splitstone Quarry,Strix,925875853
1/15/2020 1:28:43 PM,24,Ranked Splitstone Quarry,Drogoz,925875853
1/15/2020 1:28:43 PM,24,Ranked Splitstone Quarry,Raum,925875853
1/16/2020 6:01:31 PM,24,Ranked Splitstone Quarry,Zhin,926360448
1/16/2020 6:01:31 PM,24,Ranked Splitstone Quarry,Torvald,926360448
