time,tier,map,ban,matchid
1/19/2020 1:42:29 PM,4,Ranked Frog Isle,Raum,927657767
1/19/2020 1:42:29 PM,4,Ranked Frog Isle,Zhin,927657767
1/19/2020 1:42:29 PM,4,Ranked Frog Isle,Moji,927657767
1/19/2020 1:42:29 PM,4,Ranked Frog Isle,Maeve,927657767
1/2/2020 12:44:59 PM,4,Ranked Stone Keep,Kinessa,920372212
1/2/2020 12:44:59 PM,4,Ranked Stone Keep,Makoa,920372212
1/2/2020 12:44:59 PM,4,Ranked Stone Keep,Atlas,920372212
1/2/2020 12:44:59 PM,4,Ranked Stone Keep,Willo,920372212
1/4/2020 7:28:44 AM,4,Ranked Jaguar Falls,Willo,921112468
1/4/2020 7:28:44 AM,4,Ranked Jaguar Falls,Skye,921112468
1/4/2020 7:28:44 AM,4,Ranked Jaguar Falls,Maeve,921112468
1/4/2020 7:28:44 AM,4,Ranked Jaguar Falls,Makoa,921112468
1/11/2020 2:07:10 PM,5,Ranked Stone Keep,Strix,924040408
1/11/2020 2:07:10 PM,5,Ranked Stone Keep,Raum,924040408
1/11/2020 2:07:10 PM,5,Ranked Stone Keep,Willo,924040408
1/11/2020 2:07:10 PM,5,Ranked Stone Keep,Skye,924040408
1/13/2020 3:57:44 AM,5,Ranked Splitstone Quarry,Raum,924970455
1/13/2020 3:57:44 AM,5,Ranked Splitstone Quarry,Seris,924970455
1/13/2020 3:57:44 AM,5,Ranked Splitstone Quarry,Atlas,924970455
1/13/2020 3:57:44 AM,5,Ranked Splitstone Quarry,Zhin,924970455
1/4/2020 6:07:22 PM,5,Ranked Ascension Peak,Bomb King,921291729
1/4/2020 6:07:22 PM,5,Ranked Ascension Peak,Raum,921291729
1/4/2020 6:07:22 PM,5,Ranked Ascension Peak,Willo,921291729
1/4/2020 6:07:22 PM,5,Ranked Ascension Peak,Skye,921291729
1/11/2020 11:36:13 PM,5,Ranked Frog Isle,Makoa,924328958
1/11/2020 11:36:13 PM,5,Ranked Frog Isle,Strix,924328958
1/11/2020 11:36:13 PM,5,Ranked Frog Isle,Willo,924328958
1/11/2020 11:36:13 PM,5,Ranked Frog Isle,Inara,924328958
1/2/2020 2:18:06 PM,5,Ranked Bazaar,Skye,920397670
1/2/2020 2:18:06 PM,5,Ranked Bazaar,Moji,920397670
1/2/2020 2:18:06 PM,5,Ranked Bazaar,Raum,920397670
1/2/2020 2:18:06 PM,5,Ranked Bazaar,Willo,920397670
1/5/2020 8:00:41 PM,5,Ranked Warder's Gate,Raum,921760573
1/5/2020 8:00:41 PM,5,Ranked Warder's Gate,Tyra,921760573
1/5/2020 8:00:41 PM,5,Ranked Warder's Gate,Willo,921760573
1/5/2020 8:00:41 PM,5,Ranked Warder's Gate,Zhin,921760573
1/2/2020 4:39:23 PM,5,Ranked Jaguar Falls,Raum,920442864
1/2/2020 4:39:23 PM,5,Ranked Jaguar Falls,Moji,920442864
1/2/2020 4:39:23 PM,5,Ranked Jaguar Falls,Khan,920442864
1/2/2020 4:39:23 PM,5,Ranked Jaguar Falls,Makoa,920442864
1/1/2020 10:29:37 PM,5,Ranked Jaguar Falls,Moji,920188479
1/1/2020 10:29:37 PM,5,Ranked Jaguar Falls,Raum,920188479
1/1/2020 10:29:37 PM,5,Ranked Jaguar Falls,Kinessa,920188479
1/1/2020 10:29:37 PM,5,Ranked Jaguar Falls,Tyra,920188479
2/10/2020 7:12:17 PM,5,Ranked Bazaar,Maeve,936668067
2/10/2020 7:12:17 PM,5,Ranked Bazaar,Imani,936668067
2/10/2020 7:12:17 PM,5,Ranked Bazaar,Seris,936668067
2/10/2020 7:12:17 PM,5,Ranked Bazaar,Dredge,936668067
1/11/2020 8:28:19 PM,6,Ranked Ascension Peak,Willo,924236459
1/11/2020 8:28:19 PM,6,Ranked Ascension Peak,Makoa,924236459
1/11/2020 8:28:19 PM,6,Ranked Ascension Peak,Inara,924236459
1/11/2020 8:28:19 PM,6,Ranked Ascension Peak,Koga,924236459
2/5/2020 4:10:02 PM,6,Ranked Bazaar,Willo,934612983
2/5/2020 4:10:02 PM,6,Ranked Bazaar,Zhin,934612983
2/5/2020 4:10:02 PM,6,Ranked Bazaar,Raum,934612983
2/5/2020 4:10:02 PM,6,Ranked Bazaar,Maeve,934612983
1/27/2020 4:52:20 PM,6,Ranked Splitstone Quarry,Willo,931109873
1/27/2020 4:52:20 PM,6,Ranked Splitstone Quarry,Strix,931109873
1/27/2020 4:52:20 PM,6,Ranked Splitstone Quarry,Raum,931109873
1/27/2020 4:52:20 PM,6,Ranked Splitstone Quarry,Kinessa,931109873
1/1/2020 2:44:57 AM,6,Ranked Splitstone Quarry,Makoa,919895242
1/1/2020 2:44:57 AM,6,Ranked Splitstone Quarry,Willo,919895242
1/1/2020 2:44:57 AM,6,Ranked Splitstone Quarry,Drogoz,919895242
1/1/2020 2:44:57 AM,6,Ranked Splitstone Quarry,Jenos,919895242
1/31/2020 1:30:51 PM,6,Ranked Splitstone Quarry,Barik,932505174
1/31/2020 1:30:51 PM,6,Ranked Splitstone Quarry,Koga,932505174
1/31/2020 1:30:51 PM,6,Ranked Splitstone Quarry,Willo,932505174
1/31/2020 1:30:51 PM,6,Ranked Splitstone Quarry,Zhin,932505174
1/25/2020 1:04:53 PM,6,Ranked Ice Mines,Zhin,930103548
1/25/2020 1:04:53 PM,6,Ranked Ice Mines,Willo,930103548
1/25/2020 1:04:53 PM,6,Ranked Ice Mines,Tyra,930103548
1/25/2020 1:04:53 PM,6,Ranked Ice Mines,Drogoz,930103548
2/2/2020 7:34:48 PM,6,Ranked Ice Mines,Zhin,933649010
2/2/2020 7:34:48 PM,6,Ranked Ice Mines,Willo,933649010
2/2/2020 7:34:48 PM,6,Ranked Ice Mines,Koga,933649010
2/2/2020 7:34:48 PM,6,Ranked Ice Mines,Evie,933649010
2/5/2020 4:55:23 PM,6,Ranked Brightmarsh,Willo,934627994
2/5/2020 4:55:23 PM,6,Ranked Brightmarsh,Strix,934627994
2/5/2020 4:55:23 PM,6,Ranked Brightmarsh,Zhin,934627994
2/5/2020 4:55:23 PM,6,Ranked Brightmarsh,Torvald,934627994
1/18/2020 10:04:32 PM,6,Ranked Ice Mines,Willo,927373114
1/18/2020 10:04:32 PM,6,Ranked Ice Mines,Moji,927373114
1/18/2020 10:04:32 PM,6,Ranked Ice Mines,Raum,927373114
1/18/2020 10:04:32 PM,6,Ranked Ice Mines,Dredge,927373114
1/19/2020 4:32:02 AM,6,Ranked Stone Keep,Willo,927507917
1/19/2020 4:32:02 AM,6,Ranked Stone Keep,Strix,927507917
1/19/2020 4:32:02 AM,6,Ranked Stone Keep,Bomb King,927507917
1/19/2020 4:32:02 AM,6,Ranked Stone Keep,Drogoz,927507917
1/5/2020 9:05:12 PM,6,Ranked Jaguar Falls,Skye,921784768
1/5/2020 9:05:12 PM,6,Ranked Jaguar Falls,Jenos,921784768
1/5/2020 9:05:12 PM,6,Ranked Jaguar Falls,Khan,921784768
1/5/2020 9:05:12 PM,6,Ranked Jaguar Falls,Terminus,921784768
2/10/2020 1:53:50 AM,6,Ranked Ascension Peak,Koga,936444473
2/10/2020 1:53:50 AM,6,Ranked Ascension Peak,Bomb King,936444473
2/10/2020 1:53:50 AM,6,Ranked Ascension Peak,Zhin,936444473
2/10/2020 1:53:50 AM,6,Ranked Ascension Peak,Willo,936444473
1/10/2020 6:52:08 PM,6,Ranked Brightmarsh,Drogoz,923638154
1/10/2020 6:52:08 PM,6,Ranked Brightmarsh,Makoa,923638154
1/10/2020 6:52:08 PM,6,Ranked Brightmarsh,Maeve,923638154
1/10/2020 6:52:08 PM,6,Ranked Brightmarsh,Willo,923638154
1/19/2020 11:02:43 AM,6,Ranked Splitstone Quarry,Willo,927604233
1/19/2020 11:02:43 AM,6,Ranked Splitstone Quarry,Strix,927604233
1/19/2020 11:02:43 AM,6,Ranked Splitstone Quarry,Makoa,927604233
1/19/2020 11:02:43 AM,6,Ranked Splitstone Quarry,Drogoz,927604233
2/8/2020 12:30:01 PM,6,Ranked Serpent Beach,Willo,935656956
2/8/2020 12:30:01 PM,6,Ranked Serpent Beach,Zhin,935656956
2/8/2020 12:30:01 PM,6,Ranked Serpent Beach,Strix,935656956
2/8/2020 12:30:01 PM,6,Ranked Serpent Beach,Raum,935656956
1/19/2020 12:26:57 PM,6,Ranked Bazaar,Willo,927630756
1/19/2020 12:26:57 PM,6,Ranked Bazaar,Tyra,927630756
1/19/2020 12:26:57 PM,6,Ranked Bazaar,Zhin,927630756
1/19/2020 12:26:57 PM,6,Ranked Bazaar,Makoa,927630756
2/3/2020 2:34:17 PM,6,Ranked Ascension Peak,Zhin,933899302
2/3/2020 2:34:17 PM,6,Ranked Ascension Peak,Tyra,933899302
2/3/2020 2:34:17 PM,6,Ranked Ascension Peak,Raum,933899302
2/3/2020 2:34:17 PM,6,Ranked Ascension Peak,Willo,933899302
1/3/2020 10:39:41 AM,6,Ranked Splitstone Quarry,Maeve,920734752
1/3/2020 10:39:41 AM,6,Ranked Splitstone Quarry,Raum,920734752
1/3/2020 10:39:41 AM,6,Ranked Splitstone Quarry,Willo,920734752
1/3/2020 10:39:41 AM,6,Ranked Splitstone Quarry,Atlas,920734752
1/4/2020 8:48:24 PM,6,Ranked Jaguar Falls,Drogoz,921357303
1/4/2020 8:48:24 PM,6,Ranked Jaguar Falls,Willo,921357303
1/4/2020 8:48:24 PM,6,Ranked Jaguar Falls,Raum,921357303
1/4/2020 8:48:24 PM,6,Ranked Jaguar Falls,Bomb King,921357303
2/13/2020 3:27:09 PM,6,Ranked Bazaar,Zhin,937582073
2/13/2020 3:27:09 PM,6,Ranked Bazaar,Tyra,937582073
2/13/2020 3:27:09 PM,6,Ranked Bazaar,Willo,937582073
2/13/2020 3:27:09 PM,6,Ranked Bazaar,Koga,937582073
1/18/2020 2:17:56 PM,6,Ranked Timber Mill,Strix,927146719
1/18/2020 2:17:56 PM,6,Ranked Timber Mill,Kinessa,927146719
1/18/2020 2:17:56 PM,6,Ranked Timber Mill,Willo,927146719
1/18/2020 2:17:56 PM,6,Ranked Timber Mill,Drogoz,927146719
2/1/2020 9:54:13 PM,6,Ranked Jaguar Falls,Drogoz,933204322
2/1/2020 9:54:13 PM,6,Ranked Jaguar Falls,Willo,933204322
2/1/2020 9:54:13 PM,6,Ranked Jaguar Falls,Zhin,933204322
2/1/2020 9:54:13 PM,6,Ranked Jaguar Falls,Torvald,933204322
1/17/2020 4:01:57 PM,6,Ranked Timber Mill,Koga,926699559
1/17/2020 4:01:57 PM,6,Ranked Timber Mill,Raum,926699559
1/17/2020 4:01:57 PM,6,Ranked Timber Mill,Maeve,926699559
1/17/2020 4:01:57 PM,6,Ranked Timber Mill,Skye,926699559
1/2/2020 8:30:37 PM,6,Ranked Frog Isle,Tyra,920528020
1/2/2020 8:30:37 PM,6,Ranked Frog Isle,Raum,920528020
1/2/2020 8:30:37 PM,6,Ranked Frog Isle,Dredge,920528020
1/2/2020 8:30:37 PM,6,Ranked Frog Isle,Willo,920528020
1/24/2020 7:34:06 PM,6,Ranked Brightmarsh,Drogoz,929772992
1/24/2020 7:34:06 PM,6,Ranked Brightmarsh,Zhin,929772992
1/24/2020 7:34:06 PM,6,Ranked Brightmarsh,Willo,929772992
1/24/2020 7:34:06 PM,6,Ranked Brightmarsh,Koga,929772992
1/31/2020 6:48:20 PM,6,Ranked Brightmarsh,Raum,932620148
1/31/2020 6:48:20 PM,6,Ranked Brightmarsh,Koga,932620148
1/31/2020 6:48:20 PM,6,Ranked Brightmarsh,Skye,932620148
1/31/2020 6:48:20 PM,6,Ranked Brightmarsh,Vivian,932620148
1/28/2020 1:24:21 PM,6,Ranked Ice Mines,Zhin,931406250
1/28/2020 1:24:21 PM,6,Ranked Ice Mines,Dredge,931406250
1/28/2020 1:24:21 PM,6,Ranked Ice Mines,Willo,931406250
1/28/2020 1:24:21 PM,6,Ranked Ice Mines,Moji,931406250
1/17/2020 8:34:51 PM,7,Ranked Serpent Beach,Willo,926815181
1/17/2020 8:34:51 PM,7,Ranked Serpent Beach,Strix,926815181
1/17/2020 8:34:51 PM,7,Ranked Serpent Beach,Dredge,926815181
1/17/2020 8:34:51 PM,7,Ranked Serpent Beach,Makoa,926815181
1/15/2020 6:56:32 PM,7,Ranked Jaguar Falls,Raum,925999655
1/15/2020 6:56:32 PM,7,Ranked Jaguar Falls,Willo,925999655
1/15/2020 6:56:32 PM,7,Ranked Jaguar Falls,Khan,925999655
1/15/2020 6:56:32 PM,7,Ranked Jaguar Falls,Atlas,925999655
1/21/2020 9:36:07 PM,7,Ranked Splitstone Quarry,Strix,928678127
1/21/2020 9:36:07 PM,7,Ranked Splitstone Quarry,Makoa,928678127
1/21/2020 9:36:07 PM,7,Ranked Splitstone Quarry,Raum,928678127
1/21/2020 9:36:07 PM,7,Ranked Splitstone Quarry,Inara,928678127
1/21/2020 4:43:51 AM,7,Ranked Frog Isle,Maeve,928423887
1/21/2020 4:43:51 AM,7,Ranked Frog Isle,Raum,928423887
1/21/2020 4:43:51 AM,7,Ranked Frog Isle,Drogoz,928423887
1/21/2020 4:43:51 AM,7,Ranked Frog Isle,Viktor,928423887
1/15/2020 11:55:00 PM,7,Ranked Ice Mines,Makoa,926104003
1/15/2020 11:55:00 PM,7,Ranked Ice Mines,Drogoz,926104003
1/15/2020 11:55:00 PM,7,Ranked Ice Mines,Raum,926104003
1/15/2020 11:55:00 PM,7,Ranked Ice Mines,Vivian,926104003
2/2/2020 8:44:20 PM,7,Ranked Bazaar,Willo,933680119
2/2/2020 8:44:20 PM,7,Ranked Bazaar,Raum,933680119
2/2/2020 8:44:20 PM,7,Ranked Bazaar,Strix,933680119
2/2/2020 8:44:20 PM,7,Ranked Bazaar,Lian,933680119
2/8/2020 6:15:25 PM,7,Ranked Stone Keep,Willo,935797973
2/8/2020 6:15:25 PM,7,Ranked Stone Keep,Zhin,935797973
2/8/2020 6:15:25 PM,7,Ranked Stone Keep,Raum,935797973
2/8/2020 6:15:25 PM,7,Ranked Stone Keep,Tyra,935797973
2/1/2020 3:37:45 PM,7,Ranked Timber Mill,Seris,933024862
2/1/2020 3:37:45 PM,7,Ranked Timber Mill,Willo,933024862
2/1/2020 3:37:45 PM,7,Ranked Timber Mill,Kinessa,933024862
2/1/2020 3:37:45 PM,7,Ranked Timber Mill,Skye,933024862
1/16/2020 3:57:51 PM,7,Ranked Bazaar,Drogoz,926313425
1/16/2020 3:57:51 PM,7,Ranked Bazaar,Zhin,926313425
1/16/2020 3:57:51 PM,7,Ranked Bazaar,Bomb King,926313425
1/16/2020 3:57:51 PM,7,Ranked Bazaar,Willo,926313425
1/13/2020 3:53:30 AM,7,Ranked Jaguar Falls,Willo,924969307
1/13/2020 3:53:30 AM,7,Ranked Jaguar Falls,Vivian,924969307
1/13/2020 3:53:30 AM,7,Ranked Jaguar Falls,Drogoz,924969307
1/13/2020 3:53:30 AM,7,Ranked Jaguar Falls,Talus,924969307
1/4/2020 8:33:38 AM,7,Ranked Splitstone Quarry,Raum,921123546
1/4/2020 8:33:38 AM,7,Ranked Splitstone Quarry,Willo,921123546
1/4/2020 8:33:38 AM,7,Ranked Splitstone Quarry,Makoa,921123546
1/4/2020 8:33:38 AM,7,Ranked Splitstone Quarry,Moji,921123546
1/4/2020 6:55:57 AM,7,Ranked Jaguar Falls,Strix,921106864
1/4/2020 6:55:57 AM,7,Ranked Jaguar Falls,Raum,921106864
1/4/2020 6:55:57 AM,7,Ranked Jaguar Falls,Willo,921106864
1/4/2020 6:55:57 AM,7,Ranked Jaguar Falls,Inara,921106864
2/5/2020 7:03:40 PM,7,Ranked Timber Mill,Skye,934672570
2/5/2020 7:03:40 PM,7,Ranked Timber Mill,Ruckus,934672570
2/5/2020 7:03:40 PM,7,Ranked Timber Mill,Raum,934672570
2/5/2020 7:03:40 PM,7,Ranked Timber Mill,Drogoz,934672570
1/31/2020 11:51:36 PM,7,Ranked Frog Isle,Torvald,932741644
1/31/2020 11:51:36 PM,7,Ranked Frog Isle,Willo,932741644
1/31/2020 11:51:36 PM,7,Ranked Frog Isle,Zhin,932741644
1/31/2020 11:51:36 PM,7,Ranked Frog Isle,Bomb King,932741644
2/8/2020 12:08:00 PM,7,Ranked Serpent Beach,Zhin,935650238
2/8/2020 12:08:00 PM,7,Ranked Serpent Beach,Drogoz,935650238
2/8/2020 12:08:00 PM,7,Ranked Serpent Beach,Strix,935650238
2/8/2020 12:08:00 PM,7,Ranked Serpent Beach,Willo,935650238
1/20/2020 1:23:39 AM,7,Ranked Splitstone Quarry,Raum,927949458
1/20/2020 1:23:39 AM,7,Ranked Splitstone Quarry,Drogoz,927949458
1/20/2020 1:23:39 AM,7,Ranked Splitstone Quarry,Koga,927949458
1/20/2020 1:23:39 AM,7,Ranked Splitstone Quarry,Strix,927949458
1/4/2020 7:20:03 PM,7,Ranked Warder's Gate,Willo,921321400
1/4/2020 7:20:03 PM,7,Ranked Warder's Gate,Skye,921321400
1/4/2020 7:20:03 PM,7,Ranked Warder's Gate,Barik,921321400
1/4/2020 7:20:03 PM,7,Ranked Warder's Gate,Viktor,921321400
1/20/2020 8:54:46 PM,7,Ranked Brightmarsh,Moji,928267156
1/20/2020 8:54:46 PM,7,Ranked Brightmarsh,Willo,928267156
1/20/2020 8:54:46 PM,7,Ranked Brightmarsh,Skye,928267156
1/20/2020 8:54:46 PM,7,Ranked Brightmarsh,Drogoz,928267156
1/3/2020 3:12:53 PM,7,Ranked Jaguar Falls,Strix,920808888
1/3/2020 3:12:53 PM,7,Ranked Jaguar Falls,Willo,920808888
1/3/2020 3:12:53 PM,7,Ranked Jaguar Falls,Tyra,920808888
1/3/2020 3:12:53 PM,7,Ranked Jaguar Falls,Raum,920808888
1/7/2020 4:29:35 PM,7,Ranked Frog Isle,Strix,922385867
1/7/2020 4:29:35 PM,7,Ranked Frog Isle,Willo,922385867
1/7/2020 4:29:35 PM,7,Ranked Frog Isle,Vivian,922385867
1/7/2020 4:29:35 PM,7,Ranked Frog Isle,Moji,922385867
1/21/2020 8:29:10 PM,7,Ranked Timber Mill,Kinessa,928653066
1/21/2020 8:29:10 PM,7,Ranked Timber Mill,Makoa,928653066
1/21/2020 8:29:10 PM,7,Ranked Timber Mill,Maeve,928653066
1/21/2020 8:29:10 PM,7,Ranked Timber Mill,Tyra,928653066
2/11/2020 4:58:48 PM,7,Ranked Timber Mill,Maeve,936953418
2/11/2020 4:58:48 PM,7,Ranked Timber Mill,Strix,936953418
2/11/2020 4:58:48 PM,7,Ranked Timber Mill,Moji,936953418
2/11/2020 4:58:48 PM,7,Ranked Timber Mill,Zhin,936953418
1/2/2020 7:31:07 PM,7,Ranked Serpent Beach,Zhin,920504917
1/2/2020 7:31:07 PM,7,Ranked Serpent Beach,Seris,920504917
1/2/2020 7:31:07 PM,7,Ranked Serpent Beach,Maeve,920504917
1/2/2020 7:31:07 PM,7,Ranked Serpent Beach,Strix,920504917
2/11/2020 1:37:37 AM,7,Ranked Serpent Beach,Willo,936780134
2/11/2020 1:37:37 AM,7,Ranked Serpent Beach,Zhin,936780134
2/11/2020 1:37:37 AM,7,Ranked Serpent Beach,Koga,936780134
2/11/2020 1:37:37 AM,7,Ranked Serpent Beach,Drogoz,936780134
1/18/2020 4:55:53 PM,7,Ranked Frog Isle,Terminus,927218778
1/18/2020 4:55:53 PM,7,Ranked Frog Isle,Willo,927218778
1/18/2020 4:55:53 PM,7,Ranked Frog Isle,Raum,927218778
1/18/2020 4:55:53 PM,7,Ranked Frog Isle,Drogoz,927218778
2/5/2020 10:30:30 PM,7,Ranked Stone Keep,Bomb King,934738282
2/5/2020 10:30:30 PM,7,Ranked Stone Keep,Tyra,934738282
2/5/2020 10:30:30 PM,7,Ranked Stone Keep,Willo,934738282
2/5/2020 10:30:30 PM,7,Ranked Stone Keep,Maeve,934738282
1/22/2020 4:39:36 PM,7,Ranked Ascension Peak,Barik,928944744
1/22/2020 4:39:36 PM,7,Ranked Ascension Peak,Willo,928944744
1/22/2020 4:39:36 PM,7,Ranked Ascension Peak,Raum,928944744
1/22/2020 4:39:36 PM,7,Ranked Ascension Peak,Makoa,928944744
1/10/2020 9:50:29 PM,7,Ranked Timber Mill,Kinessa,923720665
1/10/2020 9:50:29 PM,7,Ranked Timber Mill,Koga,923720665
1/10/2020 9:50:29 PM,7,Ranked Timber Mill,Raum,923720665
1/10/2020 9:50:29 PM,7,Ranked Timber Mill,Lian,923720665
2/1/2020 12:06:40 PM,7,Ranked Brightmarsh,Bomb King,932942963
2/1/2020 12:06:40 PM,7,Ranked Brightmarsh,Moji,932942963
2/1/2020 12:06:40 PM,7,Ranked Brightmarsh,Inara,932942963
2/1/2020 12:06:40 PM,7,Ranked Brightmarsh,Strix,932942963
1/26/2020 12:09:12 PM,7,Ranked Stone Keep,Zhin,930601174
1/26/2020 12:09:12 PM,7,Ranked Stone Keep,Willo,930601174
1/26/2020 12:09:12 PM,7,Ranked Stone Keep,Raum,930601174
1/26/2020 12:09:12 PM,7,Ranked Stone Keep,Strix,930601174
1/22/2020 9:40:04 PM,7,Ranked Brightmarsh,Tyra,929053887
1/22/2020 9:40:04 PM,7,Ranked Brightmarsh,Willo,929053887
1/22/2020 9:40:04 PM,7,Ranked Brightmarsh,Dredge,929053887
1/22/2020 9:40:04 PM,7,Ranked Brightmarsh,Raum,929053887
1/19/2020 7:33:53 PM,7,Ranked Frog Isle,Willo,927819196
1/19/2020 7:33:53 PM,7,Ranked Frog Isle,Maeve,927819196
1/19/2020 7:33:53 PM,7,Ranked Frog Isle,Drogoz,927819196
1/19/2020 7:33:53 PM,7,Ranked Frog Isle,Moji,927819196
2/7/2020 1:42:37 PM,7,Ranked Frog Isle,Raum,935253088
2/7/2020 1:42:37 PM,7,Ranked Frog Isle,Koga,935253088
2/7/2020 1:42:37 PM,7,Ranked Frog Isle,Maeve,935253088
2/7/2020 1:42:37 PM,7,Ranked Frog Isle,Io,935253088
1/26/2020 3:42:50 PM,7,Ranked Stone Keep,Maeve,930682792
1/26/2020 3:42:50 PM,7,Ranked Stone Keep,Seris,930682792
1/26/2020 3:42:50 PM,7,Ranked Stone Keep,Dredge,930682792
1/26/2020 3:42:50 PM,7,Ranked Stone Keep,Skye,930682792
2/11/2020 2:28:05 PM,7,Ranked Splitstone Quarry,Willo,936911148
2/11/2020 2:28:05 PM,7,Ranked Splitstone Quarry,Drogoz,936911148
2/11/2020 2:28:05 PM,7,Ranked Splitstone Quarry,Tyra,936911148
2/11/2020 2:28:05 PM,7,Ranked Splitstone Quarry,Raum,936911148
1/11/2020 9:09:31 PM,7,Ranked Stone Keep,Maeve,924258537
1/11/2020 9:09:31 PM,7,Ranked Stone Keep,Willo,924258537
1/11/2020 9:09:31 PM,7,Ranked Stone Keep,Makoa,924258537
1/11/2020 9:09:31 PM,7,Ranked Stone Keep,Strix,924258537
1/14/2020 4:32:23 PM,7,Ranked Serpent Beach,Willo,925527761
1/14/2020 4:32:23 PM,7,Ranked Serpent Beach,Inara,925527761
1/14/2020 4:32:23 PM,7,Ranked Serpent Beach,Drogoz,925527761
1/14/2020 4:32:23 PM,7,Ranked Serpent Beach,Raum,925527761
1/2/2020 1:45:15 PM,7,Ranked Ascension Peak,Raum,920388247
1/2/2020 1:45:15 PM,7,Ranked Ascension Peak,Skye,920388247
1/2/2020 1:45:15 PM,7,Ranked Ascension Peak,Dredge,920388247
1/2/2020 1:45:15 PM,7,Ranked Ascension Peak,Zhin,920388247
2/11/2020 6:32:43 PM,7,Ranked Jaguar Falls,Barik,936985141
2/11/2020 6:32:43 PM,7,Ranked Jaguar Falls,Willo,936985141
2/11/2020 6:32:43 PM,7,Ranked Jaguar Falls,Bomb King,936985141
2/11/2020 6:32:43 PM,7,Ranked Jaguar Falls,Drogoz,936985141
1/12/2020 7:01:26 PM,7,Ranked Stone Keep,Zhin,924761009
1/12/2020 7:01:26 PM,7,Ranked Stone Keep,Willo,924761009
1/12/2020 7:01:26 PM,7,Ranked Stone Keep,Maeve,924761009
1/12/2020 7:01:26 PM,7,Ranked Stone Keep,Atlas,924761009
2/11/2020 1:12:45 AM,7,Ranked Ice Mines,Zhin,936773933
2/11/2020 1:12:45 AM,7,Ranked Ice Mines,Tyra,936773933
2/11/2020 1:12:45 AM,7,Ranked Ice Mines,Koga,936773933
2/11/2020 1:12:45 AM,7,Ranked Ice Mines,Skye,936773933
1/1/2020 3:04:26 PM,7,Ranked Brightmarsh,Tyra,920037354
1/1/2020 3:04:26 PM,7,Ranked Brightmarsh,Koga,920037354
1/1/2020 3:04:26 PM,7,Ranked Brightmarsh,Willo,920037354
1/1/2020 3:04:26 PM,7,Ranked Brightmarsh,Makoa,920037354
2/6/2020 6:24:13 PM,7,Ranked Bazaar,Willo,934993889
2/6/2020 6:24:13 PM,7,Ranked Bazaar,Skye,934993889
2/6/2020 6:24:13 PM,7,Ranked Bazaar,Ying,934993889
2/6/2020 6:24:13 PM,7,Ranked Bazaar,Raum,934993889
1/17/2020 7:37:58 PM,7,Ranked Serpent Beach,Drogoz,926790292
1/17/2020 7:37:58 PM,7,Ranked Serpent Beach,Willo,926790292
1/17/2020 7:37:58 PM,7,Ranked Serpent Beach,Zhin,926790292
1/17/2020 7:37:58 PM,7,Ranked Serpent Beach,Khan,926790292
1/6/2020 3:36:06 PM,7,Ranked Splitstone Quarry,Ruckus,922034342
1/6/2020 3:36:06 PM,7,Ranked Splitstone Quarry,Fernando,922034342
1/6/2020 3:36:06 PM,7,Ranked Splitstone Quarry,Makoa,922034342
1/6/2020 3:36:06 PM,7,Ranked Splitstone Quarry,Viktor,922034342
1/2/2020 2:31:07 PM,7,Ranked Frog Isle,Willo,920401583
1/2/2020 2:31:07 PM,7,Ranked Frog Isle,Maeve,920401583
1/2/2020 2:31:07 PM,7,Ranked Frog Isle,Raum,920401583
1/2/2020 2:31:07 PM,7,Ranked Frog Isle,Dredge,920401583
2/10/2020 11:47:53 AM,7,Ranked Stone Keep,Raum,936542882
2/10/2020 11:47:53 AM,7,Ranked Stone Keep,Maeve,936542882
2/10/2020 11:47:53 AM,7,Ranked Stone Keep,Zhin,936542882
2/10/2020 11:47:53 AM,7,Ranked Stone Keep,Koga,936542882
1/16/2020 9:35:26 AM,7,Ranked Ice Mines,Moji,926225925
1/16/2020 9:35:26 AM,7,Ranked Ice Mines,Willo,926225925
1/16/2020 9:35:26 AM,7,Ranked Ice Mines,Maeve,926225925
1/16/2020 9:35:26 AM,7,Ranked Ice Mines,Raum,926225925
1/13/2020 1:22:38 PM,7,Ranked Jaguar Falls,Terminus,925070329
1/13/2020 1:22:38 PM,7,Ranked Jaguar Falls,Tyra,925070329
1/13/2020 1:22:38 PM,7,Ranked Jaguar Falls,Koga,925070329
1/13/2020 1:22:38 PM,7,Ranked Jaguar Falls,Raum,925070329
1/11/2020 3:21:56 PM,7,Ranked Bazaar,Willo,924074355
1/11/2020 3:21:56 PM,7,Ranked Bazaar,Strix,924074355
1/11/2020 3:21:56 PM,7,Ranked Bazaar,Raum,924074355
1/11/2020 3:21:56 PM,7,Ranked Bazaar,Zhin,924074355
1/11/2020 7:31:59 PM,7,Ranked Bazaar,Inara,924205971
1/11/2020 7:31:59 PM,7,Ranked Bazaar,Raum,924205971
1/11/2020 7:31:59 PM,7,Ranked Bazaar,Tyra,924205971
1/11/2020 7:31:59 PM,7,Ranked Bazaar,Makoa,924205971
2/13/2020 2:00:02 PM,7,Ranked Brightmarsh,Inara,937560256
2/13/2020 2:00:02 PM,7,Ranked Brightmarsh,Zhin,937560256
2/13/2020 2:00:02 PM,7,Ranked Brightmarsh,Willo,937560256
2/13/2020 2:00:02 PM,7,Ranked Brightmarsh,Strix,937560256
